あるグループの人材を入れ替えることを、トランプの札に見立てて何という？,リシャッフル
アルコール度数が96度あり「世界最強の酒」と呼ばれるポーランド原産のウォッカは？,スピリタス
アルコール発酵と並行で行なわれ赤ワイン作りの大切なステップとなっている、果汁に皮を接触させ色やアロマを抽出する工程は？,マセラシオン
アルファベット４字では「MVNO」という、通信キャリアから回線を借りてサービスを提供する会社は「○○○○○○○○○者」？,仮想移動体通信事業
あるものに続いて、同様のものが次々と出てくることをある野菜の名を使った言葉で何という？,雨後の筍
ある国のダンサーがよくはいていたことから名がついた太く安定したヒールの一種は？,キューバンヒール
ある国の国民や民族をステレオタイプに捉え、面白おかしく表現する冗談のことを何という？,エスニックジョーク
アロマテラピーで、香りを拡散するための用いる道具はアロマ○○○○○○○？,ディフューザー
いすゞ・117クーペや初代・日産マーチなどを手がけたイタリアの工業デザイナーはジョルジェット・○○○○○○？,ジウジアーロ
イスラム教徒の断食が行われる月として知られる、イスラム暦の第９月を何という？,ラマダーン
イタリアのファッションブランドジョルジオ・アルマーニのセカンドラインは「○○○○○・アルマーニ」？,エンポリオ
イタリアのワインキャンティの中心的な原料となるトスカーナ産のブドウの品種は？,サンジョベーゼ
イタリアの有名バイクメーカー・ドゥカティの製品の特徴であるエンジンに付けられた強制開閉バルブ機構を何という？,デスモドロミック
イタリア語で「２つのボタン」という意味がある、襟のフロント部分にボタンが２つあるシャツの総称は？,ドゥエ・ボットーニ
イタリア語で「500」という意味の、1991年から1998年にかけて製造・販売されたフィアットの小型車は？,チンクェチェント
イタリア語で「あなたのサイズに合わせて」という意味がある英語のオーダーメイドに当たるイタリアのファッション用語は？,ス・ミズーラ
イタリア語で「かわいい」という意味がある、カネボウ化粧品が製造・販売する60歳代の女性向けの化粧品ブランドは？,ＣＨＩＣＣＡ
イタリア語で「ズボン」という意味がある、モッツァレッラチーズとトマトを具材としたイタリアの三日月型のピザは？,カルツォーネ
イタリア語で「メッシュ」という意味がある、ファッションアイテムで革などの編み込みのデザインをさす言葉は？,イントレチャート
イタリア語で「小さい耳」という意味の名を持つ、イタリア南部で作られる耳のような形をしたパスタは？,オレッキエッテ
いとこのフレデリック・ダネイとコンビでミステリー作家のエラリー・クイーンとして活動していた人物は誰？,マンフレッド・リー
いわゆる「江戸しぐさ」の一つであとから乗りものに入ってきた客のために、手を突いて少しでも席を詰める動作を何という？,こぶし腰浮かせ
いわゆる「自炊」ブームの立役者となった、ＰＦＵ社開発のドキュメントスキャナのシリーズは？,ＳｃａｎＳｎａｐ
インターネットで、子供に見せたくないサイトを遮断する時などに用いるのは「○○○○○○○ソフト」？,フィルタリング
インターネットで世界中のページを次々と見てまわることをあるマリンスポーツにたとえて何という？,ネットサーフィン
インターネットで問題が発生していないかを監視したり、問題の発生時に原因の解析などを行う組織を総称して何という？,ＣＳＩＲＴ
インターネットの掲示板などで使われる「キタコレ」の略である言葉は？,ｋｔｋｒ
インターネット回線を利用して対応するテレビやレコーダー向けに、ビデオオンデマンド形式の動画を配信するサービスは？,アクトビラ
インドカレーの具としてもおなじみの「ヒヨコ豆」の別名は？,ガルバンゾ
ウイスキー用グラスの名門として有名な、スコットランドのグラスゴーに本社を置く会社は○○○○○○・クリスタル社？,グレンケアン
ウィンドウズがそのシェアのほとんどを占める、パソコンの「ＯＳ」とは○○○○○○○○・システムの略？,オペレーティング
ウェブサイトに記載されている情報の中から、必要な部分だけを自動的に抽出する技術のことを何という？,スクレイピング
ウェブ上で多く見られる基本的な部分は無料、完全なメニューは有料で提供されるサービスを特に何という？,フリーミアム
うかつなミスをしたり非常識な行動を取った際に使われる「愚かな」という意味を持つ北海道地方の方言は？,はんかくさい
エゴノリを煮溶かして固めところてんのようにした福岡県の郷土料理は？,おきゅうと
エビとステーキの組み合わせが多い、魚介類と肉類を共に楽しむアメリカ料理は？,サーフンターフ
エンターブレインの月刊誌「オトナファミ」の2014年３月からの新しい誌名は？,エンタミクス
オーダーメイドで作られる高級服のことで、特にパリの高級衣装店組合の加盟店で作る洋服を指す言葉は？,オートクチュール
オードブルやデザートでクレープによって食材を包んだものを、フランス語で「巾着袋」の意味から何という？,オモニエール
オードリー・ヘプバーンのために作られた、「禁止」という意味の名を持つジバンジーの香水は？,ランテルディ
オードリー・ヘプバーンも愛用したイタリアの靴のブランドは○○○○○○・フェラガモ？,サルバトーレ
オハイオ州で理髪店を営むかたわら1971年にカードゲームの「ＵＮＯ」を発明した人物は？,メール・ロビンス
オマールやイセエビなど甲殻類の殻と香味野菜を炒めて、水から煮出して作る白いダシは「フォン・ド・○○○○○○○」？,クリュスタッセ
オランダの絵本作家ディック・ブルーナが生んだキャラクター、ミッフィーの原語名は○○○○○・プラウス？,ナインチェ
お菓子の一種、マシュマロの名前は原料となった植物の英語名に由来しますがその植物は何？,ウスベニタチアオイ
お気に入りの観光名所やイベントなどに、何度でも足を運ぶ人のことを英語で何という？,リピーター
お母さんと赤ちゃんの「二人」を応援したいということから名付けられたベビー用品メーカーといえば？,Ｃｏｍｂｉ
カーテンを窓の片側にとめておくための留め飾りの名前は？,タイバック
カイガラムシの一種から抽出される、食品添加物としても使われる赤色の色素は○○○○○色素？,コチニール
カクテルグラスの縁に雪が凍りついたように砂糖や塩などを付着させることを何という？,スノースタイル
カクテルを作るときに使われる細かく砕いた氷のことを英語で何という？,クラッシュドアイス
かつて宮城県ではよく銭湯で売られていた、果肉入りのオレンジジュースは？,トレボンナマー
かつて松田優作がＣＭに出演したキッコーマンが発売していた焼酎は『焼酎貴族○○○○○○○○』？,ＴＲＩＡＮＧＬＥ
カノニカル社が開発しているモバイル端末向けのオペレーションシステムは「○○○○○○ Touch」？,Ｕｂｕｎｔｕ
かまどを使って焼くこのインド料理は？,タンドリーチキン
カメラ用語で、35ミリフィルムが巻き込まれている容器のことを何という？,パトローネ
カリカリした食感が魅力の、豚の脚をローストして作るドイツ・バイエルン地方の名物料理は？,シュバイネハクセ
カリスマ美容家として有名な佐伯チズがオーナーを務める東京・千駄ヶ谷にあるエステはサロン・○○○○○○○○○？,ドール・マ・ボーテ
キーボードの配置が困難なためペン入力が採用されたものも多い手のひらに乗るほどの大きさをしたコンピュータの総称は？,パームトップ
キッコーマンの醤油の卓上びんをデザインしたことで知られる日本を代表するインダストリアルデザイナーは？,栄久庵憲司
キャビア、イクラニシンの酢漬けなどを盛り合わせたロシア料理の前菜は？,ザクースカ
キャメル地に黒、白、赤の３色で構成された図柄が描かれているバーバリーのチェックのことを○○○○○○○チェックという？,ヘイマーケット
キュウリとクルミをヨーグルトであえた「白雪姫」という意味のブルガリアのサラダは？,スネジャンカ
ギリシャの名物料理であるブドウの葉の肉詰めのことを何という？,ドルマダキア
ギリシャ語で「花を集める」という意味がある、多くの作家や歌手の作品の中から、よいものを集めた作品集を何という？,アンソロジー
ギリシャ語の「知識」に由来する登録した個人の興味を分析しその人の興味にあったニュースや記事を推薦するアプリは？,Ｇｕｎｏｓｙ
グアム島やサイパン島のお土産として人気が高い、結婚運や金運など様々な幸運を運ぶという人形は○○○○○○人形？,ボージョボー
グッズや絵本にもなっているＪＡグループのお米消費拡大推進キャラクターは？,ごはんじゃワン
グッチが武井咲と結んだことでも有名な、ファッションブランドが才能あるタレントをバックアップすることを約束する契約は？,パトロネージ契約
クリームソースによく合うきしめんのように幅が広いパスタを何という？,フェットチーネ
クリスマスの鉢植えとして人気のポインセチアの和名を、赤い顔をした想像上の動物の名をつけて何という？,ショウジョウボク
クレープのようにおかずを包む西アジアからエジプトにかけて広く食されている、薄く焼いたパンの一種は何？,タンナワー
クロアチアのダルマチア地方で採れるサクランボから作られるリキュールは？,マラスキーノ
ケヴィン・シストロムらによって創られた、写真や動画をアートにしてＳＮＳでシェアできる無料のアプリは？,Ｉｎｓｔａｇｒａｍ
ケネディ暗殺を阻止するため過去へと向かった男を主人公とする、スティーヴン・キングの小説は？,１１／２２／６３
ケバブ（焼肉）にトマトソースとヨーグルトをたっぷりかけたトルコ料理は「○○○○○○ケバブ」？,イスケンデル
ケンタッキー・ダービーが開催される時によく飲まれるバーボンをベースにしたカクテルはミント・○○○○○？,ジュレップ
ケンタッキー・フライドチキンの創業者、カーネル・サンダースの本名は「○○○○○・デイビッド・サンダース」？,ハーランド
ケンタッキーフライドチキンがクリスマスシーズンに発売するチキン、サラダ、絵皿などをセットにした商品は？,パーティバーレル
コアラによく似た体型のオーストラリアにすむフクロネズミ目の哺乳類は？,ウォンバット
コーヒーにチョコレートのシロップとミルクを加えた甘い飲み物は？,カフェモカ
ゴールデン・スクエア、エクスカリバー、シーモア、オマージュなどの種類がある、スイスの高級腕時計メーカーは？,ロジェ・デュブイ
コナン・ドイルの小説『名探偵ホームズ』シリーズの公式な続編を書くことになった劇作家はアンソニー・○○○○○○？,ホロウィッツ
このデザートに使われるチーズは「○○○○○○○チーズ」？,マスカルポーネ
この沖縄料理は何？,ゴーヤチャンプルー
この犬のロゴで人気のブランドは？,ガルシア・マルケス
コミックマーケットの時期にあわせ、その会場付近の駐車場で行われる「痛車」の総合展示会は？,あうとさろーね
コムサ・デ・モード、CCM、アルチザンなどのブランドを展開している日本のアパレルメーカーは？,ファイブフォックス
ゴム編みで首まわりにきっちり合った洋服の丸い襟のことを船乗りのセーターによく見られたことから何という？,クルーネック
これが長ければ長いほど上質とされる、ワインを飲んだ後に口の中に残る、余韻の長さを表す単位を何という？,コーダリー
コンピュータの使用法や機能を解説した書籍やプログラムを「個別指導」を意味する英語から何という？,チュートリアル
コンピュータ用語で、「24ビットカラー」といえば発色可能な色の数は？,１６７７７２１６
サイバーエージェントが運営する恋愛相談やノロケ話といった「恋バナ」専用のＳＮＳは？,Ｐａｌｅｔｔｅ
サケ・マス類で最大のキングサーモンを日本語でいうと？,マスノスケ
サワークリームと食材を挟んで食べるロシア風のクレープのことを何という？,ブリニュイ
サン・マイクロシステムズによって開発された、ＵＮＩＸをベースとしたコンピュータ用のＯＳは？,Ｓｏｌａｒｉｓ
サンエー・インターナショナルが取り扱う、1977年に創立した日本の女性向けファッションブランドは？,ＶＩＶＡＹＯＵ
サンエックスのキャラクター「まめゴマ」の作者は？,ヨネムラマユミ
サンスクリット語で「四つの軍隊」という意味があるインドのゲームで、後に将棋やチェスへと発展したものは？,チャトランガ
サンタクロースに似たマスコットキャラクターを持つペーパーボーイアンドコーのレンタルサーバーといえば？,ロリポップ！
ジーンズブランドの「Ｌｅｅ」が最初に採用したファスナーを用いるフロントの部分を、一般に何という？,ジッパーフライ
ジャガイモを使ったフランス料理に名前が冠せられる、ジャガイモの普及に貢献した農学者は？,パルマンティエ
ジャコウネコが糞として排泄した未消化のコーヒー豆を用いる、インドネシアの高級コーヒーは？,コピ・ルアク
ジャコモ・ヴァレンティーニがデザイナーを務める1996年にイタリアで創業したバッグブランドは？,オロビアンコ
ジャック・ドルセーやエヴァン・ウィリアムズらと共に、Twitterを共同創設したプログラマーは？,ビズ・ストーン
ジャックダニエル、アーリータイムズなどのウィスキーで知られるアメリカの大手酒造会社は？,ブラウンフォーマン
シャンパーニュ地方で作られた発泡シャンパンというのに対し、その他のフランス製の発泡ワインのことを何という？,ヴァン・ムスー
シュー生地を油で揚げて作るフランスのお菓子でその名前には「尼さんのおなら」という意味があるのは？,ペドノンヌ
シンハラ語で「ハスの花」という意味がある、オレンジとピンクの中間の色合いのサファイアは○○○○○サファイア？,パパラチア
シンボルマークが示すように当初は乗馬用の靴を作っていた19世紀にイタリア・ミラノで創業された高級紳士靴ブランドは？,タニノ・クリスチー
スクエアトゥの元祖として有名な1912年にフィレンツェで創業したイタリアの高級紳士靴ブランドは「ストール○○○○○○」？,マンテラッシ
スターバックスなどで使われている、小さな飲み口があいていてカップに被せたまま口元を汚さずに飲める蓋を何という？,トラベラーリッド
スターバックスの店舗で無料で使用できるパウダーやはちみつ、ミルクなどが置いてある一角のことを何という？,コンディメントバー
スティーヴン・キングの小説『スタンド・バイ・ミー』で主人公たちが見つけようとするのは何という名前の少年の死体？,レイ・ブラワー
スペインの羊飼いの少年がエジプトへ向けて旅に出るブラジルの作家パウロ・コエリョのベストセラー小説は？,アルケミスト
スペイン語で「お乳を飲む人々」という意味がある、郡山市にあるお菓子メーカー「三万石」の人気商品といえば？,ままどおる
スペイン語で「コウモリ」という意味がある、2001年から2010年にかけて生産されたランボルギーニのスポーツカーは？,ムルシエラゴ
スペイン語で「山のハム」という意味がある俗に「世界三大ハム」の一つに数えられるものは？,ハモン・セラーノ
スペイン語の「何もなくて何もない」という言葉からペンネームをつけた、精神科医でもある作家といえば？,なだいなだ
スポーツ選手のサイン入りボールなど、コレクションの対象になるアイテムを、「記念品」という意味の英語から何という？,メモラビリア
スマートフォンなどに向けた「定額制音楽配信サービス」を英語で何という？,サブスクリプション
スマートフォンなどに導入されている、文字入力の度に自動的に候補リストを表示する検索方法を○○○○○○○○サーチという？,インクリメンタル
スライスしたパンの上にピザソースやチーズなどを乗せて焼いたお手軽料理は？,ピザトースト
ゼネラルファンデックス社が展開する、１回50円でタバコを吸うことが出来る有料喫煙所のチェーン店は？,ｉｐｐｕｋｕ
ソウル五輪における韓国選手団の衣装などを手がけた、2010年８月に死去した韓国初の男性ファッションデザイナーは？,アンドレ・キム
ソーシャルメディアのTwitterでツイートのデータをリアルタイムで取得可能なＡＰＩを何という？,Ｆｉｒｅｈｏｓｅ
ソニーが提唱しているインターネットを使ったテレビ番組録画予約方式を何という？,ｉＥＰＧ
そのタイトルには「私の島の話」という意味がある、「第６回日本ファンタジーノベル大賞」で大賞を受賞した池上永一の小説は？,バガージマヌパナス
その形から「エッグフルーツ」と呼ばれる、沖縄などで栽培されるアカテツ科の果物は？,カニステル
その形は芽キャベツに似ているフランス語で「小さな緑」という意味の、マスダが開発した新野菜は？,プチヴェール
その語源はよく分かっていない男女の仲が極めて睦まじいことを意味する、変な語感の言葉は？,ちんちんかもかも
その高機能さから「モンスターテレビ」と呼ばれる、2009年に東芝が市場に投入した新型のテレビは？,セルレグザ
その誌名には「自由人」という意味がある、2010年５月に太田出版が創刊したカルチャー雑誌は？,リバティーンズ
その風貌から「金髪の悪魔」とも呼ばれる、ダシール・ハメットの小説『マルタの鷹』に登場する私立探偵は？,サム・スペード
その名前は「真珠」を意味する2005年にモルディブのヒルトンホテル内にオープンした、世界最初の完全海中レストランは？,ｌｔｈａａ
その名前は19世紀のイギリス人画家から来ている泳ぎの巧みな犬種は？,ランドシーア
その葉が帽子、かごバッグインテリアなどの素材として人気が高い、マダガスカル原産の素材といえば？,ラフィア椰子
ソフトバンクモバイルが2010年に投入した、google社のＯＳ・Android 2.1を搭載したスマートフォンは「HTC ○○○○○○」？,Ｄｅｓｉｒｅ
ソロバンなどを使わずに実際に見て確かめながら数えることを、「子」という字を用いて何という？,目の子勘定
ダーツで使われる麻で作られた的を何という？,ブリッスルボード
たいへんケチな様子を「螺（にし）」という貝を用いる擬人化した表現で何という？,赤螺屋吝兵衛
ダイヤモンドキルティングジャケットで有名な、イギリス王室の御用達の、イギリスのファッションブランドは？,ＬＡＶＥＮＨＡＭ
タイ料理の味の決め手となる調味料の代表格である、魚を原料としたうまみ調味料のことを何という？,ナムプラー
タキシードを着るときに使うこの腰帯は？,カマーバンド
タバコ「キャメル」のパッケージに描かれているデザインのモデルとなったラクダの名前は？,オールドジョー
ダメ社会人・小和田君を主人公とした、2013年に刊行された森見登美彦の小説は？,聖なる怠け者の冒険
タロイモを原料にしたハワイ特産の蒸留酒は？,オコレハオ
ダンサーはキャップの下に被るスタイルが多い、ターバンのような頭に巻く布を何という？,ドゥーラグ
ちいさな妖精とその友だちの子豚を主人公とするキヨノサチコの絵本は？,トムトム☆ブー
チャットモンチーのボーカル・福岡晃子、カメラマンの橋本塁らが立ち上げた、ドット柄を特徴とするファッションブランドは？,ＳＴＩＮＧＲＡＹ
ちゃんとした服装をしていながら恐喝などの犯罪行為を行なう者のことを指す慣用表現は？,羽織破落戸
中世ヨーロッパ古城の絵に入り込んで冒険する中学生を描いた2015年４月に刊行された宮部みゆきの小説は？,過ぎ去りし王国の城
チョコレート菓子のコルベイユやマロングラッセで有名な、神戸市灘区に本社を置く洋菓子店は○○○○○○製菓？,ゴンチャロフ
チリコンカーンやファヒータなどに代表される、メキシコ風のアメリカ料理を指す言葉は○○○○○○○○○料理？,テックス・メックス
ディック・フランシスの小説『大穴』『利腕』『敵手』などに登場する、元競馬の騎手である名探偵の名前は？,シッド・ハレー
テキーラの原料となるメキシコ原産の植物は？,リュウゼツラン
デザイナーのエルサ・ペレッティが生み出した、ティファニーの人気アクセサリーは？,オープンハート
テレビや携帯電話において複数搭載したアンテナのうち電波状況の優れたアンテナを優先的に用いることを何という？,ダイバーシティ
ドイツのアイフェル高地で採取される、強い炭酸で人気のミネラルウォーターは？,ゲロルシュタイナー
ドイツの精神病院を舞台にした作家・北杜夫が芥川賞を受賞した小説のタイトルは？,夜と霧の隅で
ドイツ語で「おいしい食事」という意味の、調理済みの洋風惣菜を指す言葉は？,デリカテッセン
ドイツ語で「強制手」という意味がある、チェスで相手が指したくないと思う不利な手を強制的に指させることを何という？,ツークツワンク
ドイツ語で「鹿の背」という意味がある、波型の半円柱形をした独特の型で焼く、アーモンドを使ったドイツの焼菓子は？,レーリュッケン
ドイツ語で「赤のシャツ」という意味がある、タレントの郷ひろみがプロデュースしているジュエリーブランドの名前は？,ローゼンヘムデン
ドイツ語の「はじける」が語源である、白ワインをソーダで割ったオーストリア・ザルツブルク生まれのカクテルは？,スプリッツァー
とうもろこしの粉をこねて薄く伸ばし、鉄板などで焼いて作るメキシコのパンを何という？,トルティーヤ
ドミノ・ピザが期間限定で発売している、１枚のピザに26種類のトッピングを載せたピザは？,ゼンブノッセ
どれほど働きかけても、相手の反応が全く無い状態を表す言葉は「○○○○○○○○言わない」？,うんともすんとも
どんな家でも三代目には財産を使い果たしてしまうものということを、「○○○○○○○○三代目」という？,売家と唐様で書く
なかなか止まないものを午後四時過ぎに降り出した雨にたとえて何という？,七つ下がりの雨
ナス、トマト、ズッキーニなどの野菜を炒めて煮込んだ南フランスの代表的な料理は？,ラタトゥイユ
ナス、トマト、ピーマンなどの野菜を素揚げしてから煮込んだイタリアの代表的な家庭料理は？,カポナータ
なんらかの事情によって一人で子育てをする女性のことを英語で何という？,シングルマザー
ニール・スティーヴンスンの小説『スノウ・クラッシュ』で初めて描かれた、ネット上の三次元仮想世界といえば？,メタバース
ニューヨーク在住のトップスタイリストの名を冠したコーセーのヘアケアブランドは？,スティーブンノル
ネットのウェブサイト上の情報に利用者自らが「タグ」を自由に付け加えて、検索できるようにしていく分類の方法を何という？,フォークソノミー
ネット財閥・アクトグループを狙った連続爆弾テロ事件への調査を描いた、2006年に出版された福井晴敏の小説は？,Ｏｐ．ローズダスト
ネット電話のサービス「スカイプ」をヤヌス・フリスと開発したスウェーデンの起業家はニコラス・○○○○○○？,センストロム
ノルウェーの絵本作家オーシル・カンスタ・ヨンセンが生み出した「丸太の男の子」のキャラクターは？,ＫＵＢＢＥ
バーガーキングが販売する繋がった２つのバンズで２種類の味を楽しめるハンバーガーは「ＢＫ ○○○○○」？,ＢＩＴＥＳ
ハードウェアやソフトウェアなどで、あらかじめ組み込まれた初期設定値のことを何という？,デフォルト
パソコンで、ソフトが動作するため必要なメモリー領域をＯＳが確保することを、「割り当て」という意味の英語で何という？,アロケーション
パソコンのキーボードにある「Num Lock」キーの「Num」は何という言葉の略？,ＮＵＭＥＲＩＣ
パソコンのディスプレイやテレビ画面の縦横の比率を何という？,アスペクトレシオ
パソコンのディスプレイ画面がそのまま印刷物として出力できる技術を何という？,ＷＹＳＩＷＹＧ
パソコンの入力機器・マウスを開発したアメリカ人はダグラス・○○○○○○○？,エンゲルバート
パソコンや家電製品などに多いメーカーが希望小売価格を定めない商品のことを何という？,オープンプライス
パソコンをインターネットに接続する際にも用いられる、通信の世界で標準的に用いられるプロトコルは？,ＴＣＰ／ＩＰ
パソコン画像、特に写真に適した圧縮形式の一種で圧縮度を調節できるのが特徴なのは何？,ＪＰＥＧ
パティシエ・藤田美知男が2001年に北海道の富良野に開いた「ふらの牛乳プリン」などの人気商品で知られる菓子工房は？,フラノデリス
バブルの時代によく用いられたイタリア料理のレストランを意味する流行語といえば？,イタメシヤ
ハワイのお土産としておなじみのヤマモガシ科の木の実は？,マカデミアナッツ
バンブー・シューズやハイヒールスニーカーなどを生み出したオランダ出身の靴デザイナーは？,ヤン・ヤンセン
パン屋のことをフランス語では何という？,ブーランジェリー
編集長をビートたけし、副編集長を所ジョージが務めるネコ・パブリッシングが不定期に発行しているパロディ写真誌は？,ＦＡＭＯＳＯ
ビールや鉛筆などを数えるのに用いられる１２個を１とする単位を何という？,ｄｏｚｅｎ
ビール瓶のように回収して再使用できる瓶を何という？,リターナブル瓶
ひき割りにした燕麦を水や牛乳でお粥のように煮た料理は？,オートミール
ビジネス書『もし高校野球の女子マネージャーがドラッカーの「マネジメント」を読んだら』のイラストを手がけた人物は？,ゆきうさぎ
ヒヨコ豆などを使って作られる中東の国で食べられるコロッケに似た揚げ物を何という？,ファラフェル
ビリヤードで手球がポケットに入る「スクラッチ」のことをビリヤードに似た競技「スヌーカー」では何という？,イン・オフ
ぴりりと唐辛子をきかせたトマトソースのパスタのことをイタリア語で「怒りんぼう」の意味から何という？,アラビアータ
ファッションにスウェット素材を持ち込み「スウェットの女王」と呼ばれた米国のデザイナーは？,ノーマ・カマリ
ファッションブランドのアバハウスが展開しているレディースラインの名前はアバハウス・○○○○○○○？,ドゥヴィネット
ファッションモデル・佐々木希がデザイナーを務めるファッションブランドは？,コットンクラウド
フィンランドのリサイクルブランド「セッコ」の創業者は？,ニーナ・パルタネン
フィンランドの作家トーベ・ヤンソンが生んだキャラクター「ムーミン」の正式な名前は？,ムーミン・トロル
フェアトレードのパイオニアとして注目される、ブランド「ピープル・ツリー」の創業者として有名な女性は？,サフィア・ミニー
フォアグラを作る際に行われるガチョウや鴨に強制的に餌を与えることで脂肪肝を人工的に作り出すことを何という？,ガヴァージュ
フライトジャケットの復刻で有名な、神戸市に本社を置くファッションブランドは「ザ・○○○○○○○○」？,リアルマッコイズ
ブラジルのアマゾン熱帯雨林原産の低木で、根や樹皮から抽出される成分が強壮剤として『ゼナ』に配合されているのは？,ムイラプアマ
フラッシュメモリの書き換え操作が特定の記憶素子に集中するのを避けることで、その使用寿命を伸ばすことを何という？,ウェアレベリング
フランスでは「セロリラブ」日本では「根セロリ」などと呼ばれるセリ科の野菜は？,セロリアック
フランスのブルゴーニュ地方に由来する、赤ワインのような色を指す言葉は？,バーガンディー
フランスの民族的履き物に由来する、ジュートなどを底に使ったキャンバス製の靴は？,エスパドリーユ
フランス語で「るつぼ」という意味がある、鍋などのキッチン道具を扱う、日本でも人気のフランスのメーカーは？,ル・クルーゼ
フランス語で「一定価格」という意味がある、メインディッシュやオードブルをいくつかの種類の中から選ぶメニューを何という？,プリフィクス
フランス語で「助言をする人」という意味がある、酒の小売店でワイン購入のアドバイスをする人のことを何という？,コンセイエ
フランス語で「戦後派」という意味の、第一次世界大戦後のフランスで起きた文芸運動を指した言葉は？,アプレゲール
フランス語で「通過の途中で」という意味の、チェスでポーンにだけ適応される特殊ルールは？,アンパッサン
フランス国王ルイ14世直属の料理人の名前に由来するとされるグラタンなどに使われる白色のソースを何という？,ベシャメルソース
フランス南東部の地名がついた「リキュールの女王」と呼ばれる銘酒で、その製法が秘伝となっていることで有名なのは？,シャルトリューズ
フランス料理において煮込みやテリーヌなどに使われる「４つの香辛料」の意味があるミックススパイスは？,カトルエピス
フランス料理のメニューの１つである、細かく刻んだ内臓肉などを入れた腸詰めの一種といえば？,アンドゥイエット
フランス料理の用語で調理の過程で、肉などの表面に香ばしい焼き色をしっかりつけることを指すのは？,キャラメリゼ
ブランデーやリキュールなどの食後酒をフランス語で何という？,ディジェスティフ
ブランド「SHIMUS」も展開する、和紙を用いた様々な作品で知られるアーティストは？,堀木エリ子
ブリトニー・スピアーズの曲のタイトルにもなっている「女たらしの男性」を意味する英語といえば？,ウーマナイザー
プリムラやパンジーが代表的な料理に彩りや香りを添えるために用いられる、「食べられる花」を英語で何という？,エディブルフラワー
ブルガリ、フェンディなど数多くのブランドを傘下におくフランスのコングロマリットは○○○○○○・ルイヴィトン？,モエヘネシー
フレンチのジビエ料理で狩りの後に食材を熟成させることを何という？,フザンダージュ
ブログの機能の一つで、別のウェブログへリンクを張った際にリンク先の相手に対してそれを通知することを何という？,トラックバック
ブログやＳＮＳで、多くの消費者に大きな影響を与える有名人やブロガーのことを何という？,インフルエンサー
ベーネン、ケルベス、神戸アルテナなどの商品があるドイツ語で「王冠」という意味の洋菓子メーカーは？,ケーニヒスクローネ
ペルシャ語で「ああ、神よ」という意味がある、イラン政府が独自で開発を進めるインターネットの検索エンジンは？,ヤーハック
ほうれん草とフェタチーズを用いた、ギリシャを代表するパイ料理は？,スパナコピタ
ポーランド・ザコパネの名物である、木彫りのように精密に造形されているスモークチーズといえば？,オスツィーペック
ポケットビリヤードで各ゲームの最初に打つ打撃のことを何という？,ブレイクショット
ホテルやホールなどのロビーや休憩室のことをフランス語で何という？,ホワイエ
ほとんどの製品を岐阜県の会社Ｇ・サカイが製造しているアメリカのナイフメーカーは？,スパイダルコ
ボルドーワインの最高級品に多く使われている赤ワイン用のブドウ品種は○○○○・ソーヴィニヨン？,カベルネ
ほんの少しの風のことを「かすかに吹く様子」をさす擬態語を用いて何という？,そよとの風
マーガリンやレバーペーストを塗ったバゲットにサラミや野菜などをはさんだ、ベトナム風のサンドウィッチといえば？,バインミー
マスタングの開発責任者としても知られたフォードの元社長でクライスラーの経営を立て直した「アメリカ産業界の英雄」は？,リー・アイアコッカ
マックスファクターが発売している口紅のブランドは「○○○○○○○○ プロ」？,リップフィニティ
みかげ石の上で混ぜ合わせるアメリカ生まれのアイス専門店は「コールド・ストーン・○○○○○○」？,クリーマリー
『世界一の美女の創りかた』という著書もある、森理世をミス・ユニバース優勝へと導いたディレクターは？,イネス・リグロン
ミステリー作家として知られるアガサ・クリスティが、恋愛小説を書くときのペンネームといえばメアリー・○○○○○○○○？,ウェストマコット
ミルフィーユなどに使われるパイ生地などの元となる小麦粉に塩や水を加えてまとめたものを何という？,デトランプ
メーカーが在庫として抱えている商品を、個人がインターネット上で宣伝・販売するビジネスの手法を何という？,ドロップシッピング
メーカーが商品を作る際万引き防止などのためあらかじめＩＣチップを取り付けておくことを何という？,ソースタギング
メールアドレスにおける「＠」を、現在の用法で初めて用いたアメリカの技術者はレイ・○○○○○○？,トムリンソン
モータースポーツでも使用されている、ブリヂストンのタイヤブランドは？,ＰＯＴＥＮＺＡ
モデル・きゃりーぱみゅぱみゅが流行らせた、女子中高生らの間で「おしゃれ」を意味する言葉は？,オシャンティー
もともとは「試食」「試飲」を意味するフランス語で、転じて少しずつたくさんの種類を食べ比べるスタイルを何という？,デギュスタシオン
もともとはアナグマ狩りに使われたドイツ原産の胴長短足の犬は？,ダックスフント
もともとはイヌイットが着ていたこの防風・防寒用上着は？,アノラック
もともとはスイス・ロシュ社の商品だった、Ｐ＆Ｇのシャンプーなどのブランドは？,ＰＡＮＴＥＮＥ
モバイル機器などを駆使し、会社や自宅だけでなく、カフェなどでも仕事をする人を、「遊牧民」という意味の英語から何という？,ノマドワーカー
モンブランやバターカステラ、和風ラングドシャ「茶の菓」で有名な、京都市北区北山に本店があるケーキの有名店は？,マールブランシュ
ユニクロが東京大学や東レと共同で開発した、着用して歩くと通常よりカロリーの消費量が増える男性用肌着は？,イージーエクサ
ユビキタスエンターテインメントが製造・販売する、手書きに特化したタブレット端末は「○○○○○○○ＭＯＯＮ」？,ｅｎｃｈａｎｔ
よく「これを巻き起こす」と使われる、英語で爆発的な評判のことをさす言葉は？,センセーション
